date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:02:40	1066/1066	---M--	200	added ('OK')	image/jpeg	etag:%2264174426-42a%22	https://themes.semicolonweb.com/html/canvas/v6/images/shop/small/6.jpg	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/images/shop/small/6.jpg	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:41	135431/135431	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-corporate.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-corporate.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:41	84682/84682	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-corporate-2.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-corporate-2.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:41	110926/110926	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-corporate-3.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-corporate-3.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:41	97031/97031	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-corporate-4.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-corporate-4.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:42	110032/110032	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-portfolio.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-portfolio.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:42	100765/100765	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-portfolio-2.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-portfolio-2.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:42	35375/35375	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-portfolio-3.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-portfolio-3.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:42	109232/109232	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-portfolio-4.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-portfolio-4.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:43	29670/29670	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-blog.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-blog.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:43	41884/41884	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-blog-2.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-blog-2.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:43	30399/30399	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-blog-3.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-blog-3.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:43	71054/71054	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-shop.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-shop.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:44	49774/49774	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-shop-2.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-shop-2.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:44	120005/120005	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-magazine.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-magazine.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:44	133514/133514	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-magazine-2.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-magazine-2.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:45	124679/124679	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-magazine-3.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-magazine-3.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:45	35101/35101	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/landing.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/landing.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:45	32375/32375	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/landing-2.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/landing-2.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:45	35029/35029	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/landing-3.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/landing-3.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:46	33391/33391	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/landing-4.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/landing-4.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:46	34235/34235	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/landing-5.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/landing-5.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:46	77697/77697	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-fullscreen-image.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-fullscreen-image.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:46	79852/79852	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-fullscreen-slider.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-fullscreen-slider.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:46	77992/77992	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-fullscreen-video.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-fullscreen-video.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:47	64065/64065	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-onepage.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-onepage.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:47	134947/134947	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-onepage-2.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-onepage-2.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:47	112073/112073	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-onepage-3.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-onepage-3.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:48	16039/16039	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-wedding.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-wedding.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:48	39859/39859	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-restaurant.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-restaurant.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:48	102131/102131	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-events.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-events.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:48	90970/90970	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-parallax.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-parallax.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:49	93677/93677	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-app-showcase.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-app-showcase.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:49	123862/123862	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/index-boxed.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/index-boxed.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:49	109135/109135	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-revolution.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-revolution.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:50	154624/154624	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/rs-demos.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/rs-demos.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:50	105440/105440	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-revolution-fullwidth.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-revolution-fullwidth.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:50	101511/101511	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-revolution-kenburns.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-revolution-kenburns.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:51	107534/107534	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-revolution-html5-videos.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-revolution-html5-videos.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:51	90601/90601	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:51	91146/91146	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas-fade.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas-fade.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:51	91310/91310	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas-autoplay.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas-autoplay.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:51	92312/92312	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas-video-event.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas-video-event.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:52	91341/91341	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas-pagination.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas-pagination.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:52	101875/101875	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas-3.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas-3.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:52	101970/101970	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas-4.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas-4.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:52	101970/101970	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-canvas-5.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-canvas-5.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:53	90958/90958	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-flex.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-flex.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:53	91045/91045	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-flex-thumbs.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-flex-thumbs.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:53	89087/89087	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-owl.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-owl.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:53	89230/89230	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-owl-full.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-owl-full.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:54	90040/90040	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/slider-owl-videos.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/slider-owl-videos.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:54	89592/89592	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/static-parallax.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/static-parallax.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:54	89057/89057	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/static-image.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/static-image.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:54	96426/96426	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/static-thumbs-grid.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/static-thumbs-grid.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:55	89291/89291	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/static-html5-video.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/static-html5-video.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:55	89091/89091	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:19%20GMT	https://themes.semicolonweb.com/html/canvas/v6/static-embed-video.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/static-embed-video.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:55	91124/91124	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/header-light.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/header-light.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:55	91143/91143	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/header-dark.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/header-dark.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:56	91162/91162	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/header-transparent.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/header-transparent.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
03:02:56	91180/91180	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Mar%202023%2017:19:18%20GMT	https://themes.semicolonweb.com/html/canvas/v6/header-semi-transparent.html	C:/My%20Web%20Sites/nghiencuukhoahoc/themes.semicolonweb.com/html/canvas/v6/header-semi-transparent.html	(from https://themes.semicolonweb.com/html/canvas/v6/intro.html)
